route_id,distance_km,travel_time_min,traffic_level,road_condition,pothole_level,road_damage_level,road_blockage_level,weather_condition,accident_risk,pedestrian_density,vehicle_density,road_width,lighting_condition,historical_risk,route_risk_score
route-0249,5.501,18.6,2,2,2,0,2,3,0.5706,0.6672,0.9802,11.23,2,0.8414,0.624651
route-0250,19.687,52.18,2,0,0,3,2,0,0.267,0.7855,1.0,10.52,0,0.1464,0.51398
route-0251,6.09,28.682,2,0,2,3,2,1,0.6471,0.3889,1.0,11.77,2,0.6961,0.552846
route-0252,10.086,41.549,1,2,2,0,3,2,0.6206,0.7809,0.5888,12.13,0,0.9115,0.588799
route-0253,18.49,61.211,2,2,1,1,0,0,0.9625,0.7351,0.9086,3.45,0,0.2791,0.519994
route-0254,20.535,65.187,0,1,3,1,3,2,0.0509,0.9324,0.0277,10.28,2,0.4906,0.567864
route-0255,19.141,58.602,1,2,1,1,2,1,0.5431,0.4034,0.4639,12.72,1,0.6633,0.524102
route-0256,22.882,79.985,2,2,3,0,1,3,0.9045,0.6137,1.0,13.55,0,0.6826,0.73636
route-0257,22.762,59.137,1,1,2,0,1,3,0.0439,0.8983,0.4262,8.65,1,0.9482,0.547121
route-0258,13.604,51.154,0,2,0,1,0,3,0.2056,0.8287,0.0909,11.16,0,0.4352,0.338758
route-0259,16.936,56.101,0,1,2,0,0,1,0.5581,0.575,-0.0654,5.85,1,0.388,0.347761
route-0260,1.88,8.324,2,0,0,0,2,0,0.8483,0.3577,1.0,6.19,2,0.6859,0.354668
route-0261,22.351,90.345,1,1,0,3,0,1,0.391,0.7975,0.511,13.56,2,0.1441,0.507199
route-0262,19.388,60.754,2,2,2,0,2,1,0.0418,0.5727,0.9746,9.02,0,0.0851,0.575495
route-0263,17.834,74.478,0,1,1,1,2,2,0.1146,0.671,0.0162,3.6,0,0.751,0.460026
route-0264,16.005,36.242,0,1,0,2,2,3,0.3571,0.6713,-0.0637,6.14,1,0.0698,0.43379
route-0265,8.888,32.187,2,1,1,2,1,1,0.3132,0.7857,1.0,10.05,0,0.2767,0.49091
route-0266,8.96,24.015,1,1,3,2,1,0,0.6456,0.082,0.4473,12.09,0,0.8913,0.469421
route-0267,15.599,71.48,2,0,0,0,2,3,0.2128,0.0367,0.9425,12.83,2,0.5397,0.45867
route-0268,10.331,48.36,2,2,2,1,2,0,0.3639,0.0106,0.9373,13.6,1,0.9819,0.566027
route-0269,4.658,17.232,0,0,1,3,0,1,0.2317,0.2644,-0.0638,10.35,1,0.5179,0.248098
route-0270,22.153,74.611,0,0,2,0,2,2,0.2633,0.5444,-0.0783,10.19,2,0.3653,0.448093
route-0271,13.125,47.003,1,0,3,2,1,3,0.8872,0.0066,0.5917,7.84,1,0.23,0.542596
route-0272,4.88,11.638,0,1,0,1,1,0,0.6752,0.479,0.0218,10.12,1,0.4109,0.22057
route-0273,14.828,50.24,0,2,0,1,1,1,0.9582,0.5994,0.0153,3.2,2,0.7195,0.425229
route-0274,3.429,10.611,1,2,3,3,1,1,0.8205,0.1819,0.5383,5.91,2,0.7242,0.571686
route-0275,14.788,45.479,0,1,3,1,0,3,0.6055,0.1774,0.0964,9.6,0,0.8778,0.459824
route-0276,3.597,15.721,2,0,0,3,1,0,0.5298,0.2295,1.0,11.69,2,0.3812,0.402433
route-0277,18.635,93.635,2,2,0,3,1,1,0.2833,0.8768,0.9781,5.08,0,0.7091,0.640732
route-0278,4.151,10.217,0,1,1,2,0,1,0.6516,0.2536,0.0852,7.66,1,0.3656,0.296802
route-0279,18.487,84.492,1,2,3,1,2,3,0.9885,0.5777,0.5658,7.38,1,0.1381,0.703667
route-0280,6.67,29.396,2,0,0,1,1,0,0.3891,0.6359,1.0,12.06,0,0.4717,0.315351
route-0281,7.42,15.985,1,0,0,3,1,2,0.9635,0.0575,0.5657,4.93,2,0.4944,0.448221
route-0282,22.442,127.956,2,1,1,0,2,1,0.1695,0.0361,0.9374,3.0,2,0.1574,0.571222
route-0283,9.445,27.457,1,1,1,0,0,0,0.2845,0.8298,0.5996,6.83,2,0.9633,0.332279
route-0284,5.877,27.064,1,2,0,2,2,0,0.0724,0.2943,0.6073,11.83,2,0.9567,0.433461
route-0285,14.435,65.192,2,1,3,3,1,3,0.4607,0.5868,0.8866,4.28,2,0.0676,0.74206
route-0286,16.731,37.283,0,1,3,2,0,2,0.2873,0.3989,0.0597,6.76,0,0.5546,0.424354
route-0287,6.418,23.169,2,1,1,1,0,1,0.2421,0.2654,0.935,12.18,2,0.8363,0.409128
route-0288,4.197,10.322,0,2,3,0,2,0,0.3712,0.3154,0.0955,12.69,1,0.5745,0.350918
route-0289,18.696,87.651,2,1,3,1,0,0,0.7993,0.4783,1.0,8.53,2,0.3937,0.57566
route-0290,23.471,75.624,2,2,3,2,0,1,0.581,0.3254,1.0,5.86,1,0.5486,0.673348
route-0291,15.294,42.384,1,0,3,3,2,2,0.8543,0.2796,0.4232,4.44,1,0.5759,0.602367
route-0292,7.574,23.031,0,2,3,3,2,1,0.8057,0.1766,-0.0001,13.95,1,0.8494,0.55502
route-0293,19.17,60.314,1,1,0,3,0,0,0.8138,0.4765,0.5312,7.95,0,0.3347,0.437511
route-0294,22.467,90.553,1,1,0,3,2,1,0.5759,0.6491,0.4219,11.58,2,0.3551,0.580476
route-0295,18.072,35.624,0,1,2,3,0,1,0.8077,0.3374,0.0315,9.29,2,0.8489,0.445819
route-0296,6.635,17.237,1,2,2,2,1,2,0.781,0.9388,0.5595,8.73,1,0.4503,0.569801
route-0297,4.313,15.682,0,2,2,0,1,0,0.0638,0.8787,0.0116,3.29,0,0.397,0.277493
route-0298,7.405,28.619,0,0,3,2,2,2,0.6265,0.1313,0.0812,3.31,1,0.6635,0.45973
route-0299,12.213,55.391,2,1,3,1,2,1,0.5976,0.631,1.0,9.2,2,0.5235,0.629647
route-0300,9.311,37.053,2,0,0,3,1,2,0.3036,0.0001,1.0,12.33,0,0.3439,0.41199
route-0301,22.247,92.296,1,1,0,3,2,1,0.5482,0.1886,0.5917,7.81,0,0.2499,0.560766
route-0302,20.14,42.856,0,1,0,3,2,2,0.6485,0.5319,-0.0555,5.07,1,0.0685,0.459482
route-0303,11.745,25.219,1,1,3,1,0,0,0.0221,0.9723,0.4477,4.38,2,0.4384,0.389325
route-0304,1.831,4.467,0,1,3,2,1,2,0.6969,0.0317,-0.1007,11.26,1,0.1461,0.381469
route-0305,13.722,50.091,0,0,2,3,0,1,0.7712,0.443,0.057,3.37,1,0.4608,0.417475
route-0306,23.598,109.435,1,1,2,2,2,0,0.9374,0.5209,0.4408,10.02,2,0.1987,0.645418
route-0307,6.4,18.82,0,0,3,2,3,2,0.1196,0.7891,-0.1179,3.46,2,0.7835,0.496275
route-0308,9.856,29.28,0,0,1,3,2,2,0.0601,0.3555,-0.0831,8.9,2,0.1074,0.372224
route-0309,14.063,59.339,2,1,3,1,3,3,0.7244,0.2507,0.8895,10.77,1,0.559,0.719061
route-0310,14.251,70.978,2,1,2,3,2,1,0.5311,0.4494,1.0,8.96,0,0.4541,0.658355
route-0311,18.007,60.11,0,2,2,1,0,3,0.5241,0.4975,0.0124,9.74,0,0.3226,0.443213
route-0312,13.272,43.765,0,0,1,1,0,0,0.1916,0.0318,0.034,7.27,1,0.4899,0.217682
route-0313,2.604,9.825,0,2,0,0,0,3,0.4681,0.6389,-0.0334,11.18,0,0.8904,0.282959
route-0314,2.812,9.167,2,1,0,0,0,1,0.0971,0.7252,1.0,5.08,2,0.5262,0.322179
route-0315,5.525,20.767,2,2,3,0,2,2,0.4587,0.6652,1.0,4.83,2,0.1804,0.598172
route-0316,5.059,15.917,2,1,2,2,1,2,0.7642,0.4306,1.0,9.69,1,0.5631,0.566246
route-0317,22.338,61.483,1,1,3,3,0,0,0.5958,0.5176,0.6184,6.32,1,0.3003,0.576341
route-0318,1.988,5.463,2,1,1,0,3,2,0.1384,0.3671,1.0,5.56,0,0.8111,0.46387
route-0319,22.152,120.883,2,0,2,3,2,0,0.6423,0.0374,1.0,7.2,2,0.7801,0.663324
route-0320,21.295,54.251,1,1,0,1,2,0,0.7774,0.3825,0.4531,3.45,2,0.5399,0.475334
route-0321,6.468,23.212,0,2,3,3,2,0,0.4319,0.7864,-0.0845,6.7,0,0.4759,0.505408
route-0322,7.408,20.818,1,2,3,1,1,1,0.3953,0.5713,0.5147,13.97,1,0.5242,0.470725
route-0323,11.176,40.116,2,2,0,0,1,2,0.1905,0.3445,1.0,11.47,1,0.1693,0.454397
route-0324,19.563,108.484,2,0,3,0,0,1,0.3738,0.7577,1.0,4.24,2,0.0545,0.562236
route-0325,21.047,73.495,1,0,2,0,1,0,0.209,0.538,0.4289,8.76,1,0.2587,0.400777
route-0326,4.68,21.458,2,2,0,3,2,0,0.1703,0.284,1.0,9.8,1,0.0531,0.456349
route-0327,10.245,39.085,1,2,2,0,3,3,0.9798,0.5085,0.5503,12.94,0,0.4847,0.58372
route-0328,5.975,17.807,1,2,0,0,2,2,0.4899,0.7444,0.3844,10.53,1,0.3554,0.433399
route-0329,23.518,113.931,1,0,2,3,0,2,0.1517,0.8972,0.5377,3.97,0,0.3822,0.561656
route-0330,15.574,60.275,0,1,1,1,1,2,0.5422,0.2068,-0.0867,8.95,1,0.8001,0.393554
route-0331,17.366,50.761,2,0,3,1,2,1,0.0678,0.533,1.0,5.03,1,0.8395,0.555594
route-0332,8.67,24.967,1,1,2,3,2,2,0.7791,0.1068,0.4243,11.39,0,0.612,0.55362
route-0333,6.696,19.668,0,0,0,2,1,1,0.8461,0.4688,0.0359,5.02,2,0.3875,0.288794
route-0334,6.591,20.064,1,0,2,3,2,1,0.0661,0.9271,0.6166,12.54,0,0.4899,0.454112
route-0335,7.053,25.724,1,0,3,2,2,0,0.1093,0.4569,0.5907,12.66,2,0.2457,0.45989
route-0336,2.383,6.021,1,2,0,1,1,2,0.4613,0.4225,0.5272,3.6,1,0.517,0.4052
route-0337,11.663,36.238,2,2,0,1,2,1,0.4136,0.4509,0.9229,9.49,1,0.7126,0.517795
route-0338,7.127,39.541,2,2,1,0,2,3,0.3629,0.5238,0.9722,11.7,2,0.5117,0.559421
route-0339,10.064,39.818,0,1,1,1,0,0,0.3081,0.7302,0.1106,6.18,1,0.1807,0.293764
route-0340,1.579,3.709,1,0,3,3,2,0,0.8827,0.2379,0.5213,8.23,2,0.4102,0.490805
route-0341,7.006,19.156,2,1,1,0,0,2,0.1454,0.0324,1.0,9.64,0,0.3311,0.323704
route-0342,23.859,67.415,0,2,2,1,2,2,0.0931,0.2993,-0.0315,7.17,0,0.0677,0.503364
route-0343,8.089,16.262,0,0,2,2,2,1,0.2091,0.0582,0.0171,13.77,2,0.5289,0.355105
route-0344,15.108,80.56,2,1,3,2,2,2,0.6143,0.4964,1.0,8.48,0,0.808,0.706482
route-0345,8.036,14.683,0,0,0,0,0,1,0.999,0.414,-0.0399,9.16,2,0.6375,0.187586
route-0346,7.837,29.79,0,1,2,2,0,2,0.396,0.5689,0.1104,12.15,1,0.194,0.385037
route-0347,12.28,51.295,1,0,1,3,1,2,0.784,0.414,0.5582,12.19,1,0.2993,0.479629
route-0348,13.557,30.499,0,2,2,2,0,2,0.3392,0.3752,0.0082,4.83,0,0.6057,0.406766
route-0349,19.103,60.82,1,2,2,0,0,3,0.3716,0.8295,0.4526,8.78,0,0.175,0.478431
route-0350,6.047,23.537,0,1,0,3,0,1,0.9236,0.7324,0.0057,11.53,1,0.1433,0.340235
route-0351,22.606,120.949,2,0,1,0,2,0,0.311,0.044,1.0,12.59,0,0.3333,0.448726
route-0352,18.739,55.006,2,1,0,2,0,2,0.1925,0.2766,0.9566,7.85,0,0.1177,0.445664
route-0353,1.843,8.201,2,2,0,1,2,2,0.1416,0.7044,0.948,5.69,1,0.0712,0.458899
route-0354,11.482,32.953,0,0,3,0,0,0,0.3919,0.7047,0.0939,9.92,1,0.6901,0.27283
route-0355,8.977,20.98,0,2,0,3,0,3,0.4556,0.6845,0.0505,8.12,0,0.2317,0.409801
route-0356,15.381,66.12,1,1,1,2,1,3,0.0303,0.4753,0.4643,8.07,1,0.1708,0.503481
route-0357,4.366,12.913,0,1,0,2,0,2,0.461,0.5905,-0.0627,5.68,2,0.159,0.26175
route-0358,6.185,27.095,2,2,3,3,1,1,0.6626,0.0779,1.0,9.32,0,0.4866,0.616648
route-0359,13.989,65.497,1,0,2,3,0,3,0.4943,0.6602,0.4017,11.99,1,0.8873,0.54027
route-0360,1.504,6.023,0,2,1,3,1,3,0.2057,0.8774,-0.0481,11.74,0,0.6796,0.442339
route-0361,17.65,42.972,1,0,0,3,1,0,0.9011,0.9679,0.3802,9.16,1,0.9787,0.447649
route-0362,2.202,10.442,1,2,3,2,1,3,0.5451,0.6625,0.494,5.07,1,0.3846,0.586538
route-0363,4.971,25.246,2,0,1,0,0,1,0.8849,0.6579,1.0,4.49,2,0.1372,0.395911
route-0364,21.606,69.588,2,2,3,1,1,3,0.3553,0.1858,1.0,9.36,1,0.8468,0.702678
route-0365,10.744,44.762,2,2,2,0,2,3,0.3686,0.5803,1.0,3.88,2,0.7302,0.664482
route-0366,18.388,79.598,1,1,0,0,2,0,0.6337,0.7981,0.455,3.58,2,0.3435,0.456451
route-0367,13.035,29.954,1,2,2,3,1,2,0.0353,0.9229,0.5599,11.0,0,0.5637,0.553851
route-0368,5.304,12.818,0,2,2,0,0,1,0.0769,0.7838,-0.0595,9.77,2,0.2752,0.294245
route-0369,15.086,84.563,2,2,1,3,0,2,0.2362,0.1808,1.0,3.36,2,0.9841,0.645716
route-0370,19.989,45.43,1,1,3,1,2,1,0.5778,0.8418,0.393,5.91,0,0.8195,0.582019
route-0371,12.215,49.416,1,2,1,3,1,3,0.1451,0.8703,0.3828,13.2,1,0.4488,0.585347
route-0372,16.865,57.69,0,0,2,3,2,2,0.2703,0.8023,-0.0587,9.43,1,0.4611,0.489954
route-0373,16.618,41.211,0,2,2,1,0,0,0.012,0.0977,-0.0951,7.91,0,0.2194,0.288501
route-0374,2.033,8.031,0,0,1,0,0,0,0.1299,0.6564,0.096,9.23,2,0.9672,0.159683
route-0375,7.2,31.138,1,2,0,3,1,3,0.9034,0.7699,0.4576,4.78,2,0.074,0.553593
route-0376,8.985,29.413,0,1,2,1,1,1,0.3926,0.6455,-0.094,8.95,2,0.4313,0.346311
route-0377,11.436,36.937,1,0,0,0,2,2,0.0188,0.4977,0.5367,3.01,1,0.0378,0.318347
route-0378,8.921,32.472,1,2,0,3,1,0,0.2258,0.3844,0.5454,11.58,2,0.1212,0.438608
route-0379,9.002,35.965,1,1,0,0,1,0,0.7605,0.29,0.4287,9.1,1,0.9675,0.317423
route-0380,10.277,28.087,0,2,2,3,2,3,0.1895,0.0357,-0.1139,13.96,2,0.2385,0.527692
route-0381,15.977,54.675,1,2,3,0,3,0,0.7878,0.0428,0.4084,11.88,1,0.6673,0.584591
route-0382,21.171,44.74,0,2,1,0,3,1,0.6538,0.4712,0.1003,3.5,1,0.7013,0.484421
route-0383,2.624,11.604,1,0,3,1,0,0,0.4971,0.7992,0.4329,11.85,0,0.4262,0.339268
route-0384,16.764,53.169,1,0,1,2,0,0,0.1734,0.0632,0.4457,11.33,2,0.1681,0.308891
route-0385,6.982,31.945,2,0,1,0,2,3,0.0156,0.487,0.8815,4.97,0,0.0891,0.449086
route-0386,10.865,41.91,1,2,1,1,1,3,0.2393,0.1745,0.546,9.56,1,0.7172,0.464129
route-0387,20.096,69.103,1,1,3,0,0,0,0.9768,0.6189,0.5871,13.85,2,0.5075,0.494575
route-0388,6.182,14.857,0,0,0,1,1,3,0.1598,0.9227,-0.107,7.01,0,0.2096,0.259719
route-0389,21.527,65.596,1,0,0,0,0,1,0.4851,0.1161,0.5948,10.94,0,0.5927,0.285688
route-0390,16.729,42.399,1,0,0,2,0,3,0.3755,0.2207,0.493,8.33,0,0.8905,0.409921
route-0391,11.737,53.238,1,1,1,3,2,2,0.2022,0.1272,0.5461,3.66,1,0.1365,0.527628
route-0392,5.352,26.459,1,0,2,1,2,1,0.9701,0.855,0.4008,12.43,2,0.4892,0.468391
route-0393,20.332,100.263,1,0,3,1,1,1,0.9463,0.9138,0.5956,7.6,2,0.0442,0.601104
route-0394,12.845,35.213,1,2,3,3,2,0,0.4953,0.0831,0.5607,10.62,1,0.4066,0.580814
route-0395,6.879,22.731,0,0,3,2,1,0,0.4638,0.1386,0.0488,5.03,1,0.8716,0.367854
route-0396,1.531,6.848,2,0,3,2,1,3,0.6981,0.6125,1.0,5.28,1,0.6847,0.562996
route-0397,22.475,111.767,2,2,2,0,1,3,0.0409,0.3664,1.0,10.75,2,0.5608,0.631478
route-0398,9.036,35.463,2,0,3,1,0,2,0.8979,0.5036,0.9815,3.6,1,0.3728,0.528049
route-0399,20.165,97.461,1,2,2,3,2,0,0.8919,0.4579,0.3992,12.88,0,0.2884,0.636248
route-0400,7.709,37.434,2,0,3,1,2,0,0.4165,0.6824,1.0,8.21,1,0.4201,0.493999
route-0401,5.754,12.179,0,0,2,3,2,2,0.5934,0.6969,0.0821,7.9,1,0.3041,0.457386
route-0402,5.364,14.162,1,0,3,2,0,1,0.2844,0.9562,0.5285,4.77,1,0.5353,0.394277
route-0403,17.433,62.241,2,0,1,1,1,1,0.2604,0.1845,1.0,3.38,1,0.3169,0.458536
route-0404,13.647,41.184,0,2,2,0,1,3,0.9478,0.9278,-0.0825,13.67,0,0.5461,0.484618
route-0405,8.15,27.604,1,2,1,3,0,3,0.1394,0.551,0.4539,7.42,0,0.8409,0.470342
route-0406,2.738,12.11,2,0,1,2,0,3,0.6716,0.0874,1.0,5.14,2,0.3178,0.465768
route-0407,21.94,101.763,1,1,1,3,1,0,0.3449,0.3081,0.4869,9.17,1,0.2157,0.53464
route-0408,10.851,33.355,1,1,1,3,1,1,0.5979,0.1436,0.4528,13.87,2,0.5253,0.486263
route-0409,14.79,47.404,1,0,0,3,1,3,0.5558,0.7102,0.5613,4.51,0,0.186,0.485079
route-0410,2.45,6.065,1,2,2,3,1,1,0.7912,0.154,0.452,10.05,0,0.6366,0.499714
route-0411,7.973,27.476,0,1,1,0,1,3,0.5989,0.3618,-0.0047,7.8,0,0.2579,0.351662
route-0412,19.911,78.168,1,2,0,2,0,1,0.461,0.6933,0.4658,3.58,1,0.3612,0.512428
route-0413,2.596,7.727,1,2,0,1,0,0,0.7526,0.5437,0.5894,12.1,2,0.685,0.331613
route-0414,16.988,51.102,0,2,2,1,3,2,0.7788,0.412,0.101,4.79,1,0.2179,0.595616
route-0415,19.39,103.777,2,2,0,3,0,0,0.9234,0.4795,0.9548,6.99,0,0.817,0.611057
route-0416,18.681,43.837,1,0,2,0,0,1,0.8568,0.1424,0.4344,4.38,0,0.1302,0.373216
route-0417,19.141,65.122,0,0,3,3,0,0,0.5135,0.0593,-0.0915,5.78,2,0.0662,0.42591
route-0418,19.103,77.98,2,0,1,1,0,0,0.8459,0.9418,1.0,6.83,0,0.1606,0.480152
route-0419,6.941,37.845,2,0,0,0,2,1,0.1718,0.754,0.881,10.98,1,0.9242,0.406837
route-0420,12.181,42.314,2,2,1,3,0,1,0.9813,0.4241,1.0,7.48,1,0.7614,0.597014
route-0421,13.194,48.721,1,1,2,0,1,0,0.2836,0.6004,0.4549,13.74,1,0.444,0.371505
route-0422,20.746,57.29,0,0,3,2,2,3,0.1052,0.4381,0.0381,3.94,2,0.1434,0.539909
route-0423,3.789,12.219,0,0,2,1,2,3,0.2329,0.4247,-0.0002,11.41,0,0.766,0.366144
route-0424,19.522,48.907,1,1,3,3,2,2,0.768,0.108,0.4402,8.47,0,0.6284,0.633684
route-0425,2.689,8.017,0,1,0,1,2,2,0.3028,0.6232,0.0624,10.27,0,0.5199,0.294158
route-0426,8.105,27.373,1,1,2,2,2,0,0.9907,0.8801,0.4086,7.95,0,0.8529,0.500637
route-0427,5.48,21.819,2,1,1,3,1,3,0.764,0.5689,0.9977,9.09,1,0.5394,0.592713
route-0428,5.017,17.966,0,1,2,3,1,2,0.3205,0.0281,-0.1092,12.21,1,0.3489,0.361195
route-0429,21.555,87.78,1,1,0,3,1,3,0.0564,0.2442,0.4363,6.43,1,0.0849,0.548013
route-0430,4.076,10.491,0,0,2,0,1,3,0.0204,0.4697,-0.1147,6.48,1,0.5704,0.256152
route-0431,12.488,62.655,2,2,1,2,2,2,0.6148,0.3633,0.9846,8.47,0,0.8473,0.672188
route-0432,13.556,31.375,1,1,0,2,1,1,0.7429,0.092,0.5826,4.04,2,0.3368,0.445388
route-0433,12.194,44.292,0,1,0,2,1,3,0.5399,0.2001,-0.0234,9.87,2,0.4532,0.382942
route-0434,1.919,8.244,2,2,1,3,2,3,0.9372,0.5327,1.0,11.46,1,0.4337,0.653011
route-0435,13.251,38.162,1,1,1,1,2,2,0.4103,0.8602,0.5987,9.97,1,0.846,0.49611
route-0436,5.113,23.313,2,2,1,3,0,1,0.2456,0.8272,0.9914,9.16,0,0.4361,0.47393
route-0437,5.086,19.74,0,0,2,2,0,0,0.4858,0.0199,0.0863,3.92,2,0.6016,0.294624
route-0438,10.658,51.302,1,2,0,3,2,1,0.1119,0.7345,0.6039,8.74,0,0.829,0.542584
route-0439,7.166,17.621,0,0,0,2,2,3,0.744,0.9355,-0.0677,4.17,2,0.2141,0.397872
route-0440,20.915,56.106,0,1,2,0,1,3,0.2463,0.2777,0.0682,4.59,2,0.4752,0.435062
route-0441,16.021,84.068,2,0,0,1,1,2,0.9585,0.3629,1.0,4.34,2,0.867,0.546883
route-0442,21.97,86.76,1,1,2,0,0,2,0.8594,0.1602,0.4853,6.49,0,0.8122,0.517563
route-0443,7.666,28.765,0,1,3,3,1,3,0.8244,0.6985,0.0015,6.87,0,0.6021,0.555257
route-0444,11.698,41.09,0,0,1,3,0,0,0.2001,0.3055,0.0182,4.22,1,0.2496,0.295531
route-0445,16.107,43.203,0,2,3,2,2,1,0.1735,0.593,-0.0414,6.1,1,0.0844,0.518571
route-0446,9.99,38.441,2,0,0,0,2,1,0.9741,0.1983,1.0,4.86,0,0.401,0.41415
route-0447,3.504,10.084,1,0,0,0,1,3,0.4941,0.2245,0.4288,13.41,2,0.8134,0.310471
route-0448,10.097,47.391,1,0,1,2,0,3,0.4085,0.1459,0.4496,5.88,0,0.6177,0.396209
route-0449,16.896,62.539,1,0,0,3,1,3,0.2122,0.3835,0.4816,9.57,2,0.0731,0.447608
route-0450,22.449,59.085,1,1,0,0,2,3,0.9775,0.6713,0.4117,12.81,1,0.0411,0.492936
route-0451,12.589,36.757,1,1,1,0,2,3,0.2604,0.3133,0.6148,8.49,0,0.9734,0.454778
route-0452,11.177,49.006,1,2,2,2,0,2,0.9946,0.7637,0.4163,12.38,2,0.6574,0.547273
route-0453,4.844,15.239,0,0,0,3,2,3,0.116,0.8952,-0.0012,7.86,1,0.9888,0.385975
route-0454,4.031,22.999,2,0,0,2,1,1,0.7499,0.8226,1.0,10.29,0,0.2124,0.384694
route-0455,18.754,76.571,0,1,0,1,2,0,0.026,0.6813,0.0434,7.34,1,0.5903,0.382055
route-0456,4.96,17.669,0,1,3,3,1,0,0.9698,0.6562,0.1082,6.57,1,0.7315,0.493401
route-0457,14.306,55.468,0,0,2,2,2,0,0.9519,0.3814,-0.0243,4.96,2,0.965,0.451853
route-0458,20.678,67.171,0,1,3,2,2,1,0.2985,0.8011,0.0566,13.14,0,0.9037,0.53654
route-0459,3.663,12.283,1,2,1,3,1,3,0.5631,0.4231,0.5616,11.92,1,0.6139,0.51914
route-0460,2.41,9.789,1,1,1,1,2,0,0.4682,0.0792,0.5724,6.3,1,0.9842,0.362707
route-0461,7.095,20.191,1,1,0,0,2,0,0.4249,0.0945,0.5386,9.25,2,0.2534,0.285777
route-0462,12.828,36.943,0,2,3,1,1,0,0.4163,0.7044,-0.0447,10.97,0,0.7574,0.443172
route-0463,9.18,27.036,0,0,1,0,2,2,0.1063,0.5344,-0.1186,4.28,2,0.1717,0.307279
route-0464,21.048,52.479,2,2,3,2,2,2,0.6738,0.6903,0.9748,6.33,2,0.1251,0.747193
route-0465,1.857,4.003,0,0,1,3,2,1,0.8421,0.8582,0.0093,3.95,1,0.7697,0.397894
route-0466,4.12,15.797,0,2,3,3,1,1,0.2948,0.8295,-0.026,6.67,0,0.1027,0.454351
route-0467,10.853,50.495,1,2,2,0,1,3,0.7143,0.5283,0.4813,6.47,0,0.0635,0.514288
route-0468,12.15,49.376,1,2,2,3,0,1,0.7262,0.4692,0.4851,8.58,1,0.5877,0.569214
route-0469,20.703,107.75,2,2,3,1,2,3,0.8331,0.6731,1.0,11.76,1,0.7998,0.82247
route-0470,7.855,44.849,2,0,3,1,0,3,0.7935,0.9431,0.9985,5.58,0,0.5568,0.555261
route-0471,7.368,26.58,2,0,1,0,1,3,0.6176,0.1207,0.9338,5.84,0,0.3403,0.398247
route-0472,21.249,78.981,1,0,0,0,1,3,0.9747,0.7817,0.5263,12.44,0,0.1019,0.447125
route-0473,5.259,11.018,0,0,2,1,2,3,0.4984,0.8705,-0.083,7.0,2,0.8192,0.406273
route-0474,23.317,84.137,0,0,3,2,0,0,0.3724,0.7548,-0.0334,10.31,1,0.1516,0.411992
route-0475,6.634,20.446,1,1,3,3,2,2,0.4426,0.7702,0.5522,8.69,0,0.0696,0.56832
route-0476,18.878,55.907,1,0,3,0,2,1,0.0578,0.6316,0.5512,10.26,2,0.5198,0.475567
route-0477,16.82,75.453,2,1,2,2,3,2,0.6104,0.1469,0.9769,10.08,2,0.8876,0.73347
route-0478,11.448,33.521,1,2,3,1,0,0,0.3345,0.7251,0.5576,4.39,2,0.9919,0.469728
route-0479,13.915,72.287,2,1,1,0,3,2,0.8322,0.3039,0.9815,8.56,0,0.732,0.599945
route-0480,12.919,52.323,0,0,0,3,2,0,0.339,0.2361,0.059,9.4,1,0.7146,0.360492
route-0481,20.501,75.208,0,1,2,2,2,1,0.3777,0.7375,-0.0947,8.68,2,0.1926,0.517256
route-0482,4.797,15.552,1,1,0,0,0,3,0.4462,0.3693,0.5063,9.47,0,0.5189,0.281259
route-0483,12.724,34.688,1,1,3,3,0,1,0.7112,0.1294,0.5491,12.5,1,0.1181,0.496117
route-0484,18.296,46.459,2,1,0,3,1,2,0.5228,0.1177,0.9532,7.12,0,0.294,0.525917
route-0485,19.135,71.302,1,0,2,2,2,3,0.1223,0.3486,0.5889,7.59,0,0.5731,0.582089
route-0486,19.08,62.66,1,2,1,1,1,3,0.4491,0.8663,0.4581,11.8,2,0.6645,0.561963
route-0487,10.396,28.339,2,0,3,2,0,0,0.6301,0.7716,0.9541,10.1,2,0.6439,0.523227
route-0488,13.691,47.829,0,2,1,3,0,0,0.9362,0.1797,-0.1154,11.65,2,0.2453,0.430016
route-0489,11.495,32.441,2,2,2,3,1,0,0.437,0.4149,1.0,6.49,1,0.2572,0.565053
route-0490,5.284,13.57,0,0,2,0,1,1,0.6145,0.3253,-0.1135,3.64,0,0.3899,0.252208
route-0491,8.795,32.457,1,0,0,1,2,1,0.5086,0.5044,0.6078,5.96,1,0.3183,0.346914
route-0492,2.15,11.202,2,0,0,2,2,0,0.763,0.6516,0.9101,9.25,0,0.446,0.404494
route-0493,19.115,34.432,0,1,1,1,1,3,0.001,0.4647,0.079,6.18,0,0.9721,0.417562
route-0494,12.349,63.705,2,1,3,2,0,2,0.1614,0.5341,0.8968,3.99,0,0.6984,0.597058
route-0495,23.973,51.996,1,0,2,2,2,3,0.2459,0.983,0.462,8.06,1,0.5995,0.607225
route-0496,16.045,62.642,0,2,3,0,2,1,0.5558,0.6965,-0.0026,7.32,1,0.0811,0.513765
route-0497,13.62,74.963,2,1,0,2,1,2,0.1772,0.768,1.0,3.09,1,0.4627,0.547975
