route_id,distance_km,travel_time_min,traffic_level,road_condition,pothole_level,road_damage_level,road_blockage_level,weather_condition,accident_risk,pedestrian_density,vehicle_density,road_width,lighting_condition,historical_risk,route_risk_score
route-0689,5.914,31.919,2,1,0,3,1,1,0.7013,0.5495,0.9077,4.3,1,0.6157,0.507524
route-0336,2.383,6.021,1,2,0,1,1,2,0.4613,0.4225,0.5272,3.6,1,0.517,0.4052
route-0356,15.381,66.12,1,1,1,2,1,3,0.0303,0.4753,0.4643,8.07,1,0.1708,0.503481
route-0717,14.059,40.464,2,0,0,1,1,1,0.1957,0.4701,0.9963,5.06,2,0.4967,0.420479
route-0711,22.574,56.743,0,0,0,2,1,3,0.4386,0.5087,0.0211,13.39,1,0.0969,0.37682
route-0765,7.729,38.857,2,0,3,1,1,0,0.2071,0.7821,1.0,6.02,1,0.4624,0.481449
route-0450,22.449,59.085,1,1,0,0,2,3,0.9775,0.6713,0.4117,12.81,1,0.0411,0.492936
route-0102,15.055,53.36,0,2,2,2,1,2,0.4459,0.7177,-0.08,7.88,1,0.4471,0.530705
route-0116,13.948,50.379,0,1,3,2,2,0,0.9751,0.3939,0.0708,6.73,0,0.9389,0.509082
route-0457,14.306,55.468,0,0,2,2,2,0,0.9519,0.3814,-0.0243,4.96,2,0.965,0.451853
route-0489,11.495,32.441,2,2,2,3,1,0,0.437,0.4149,1.0,6.49,1,0.2572,0.565053
route-0401,5.754,12.179,0,0,2,3,2,2,0.5934,0.6969,0.0821,7.9,1,0.3041,0.457386
route-0172,16.784,57.451,0,0,3,0,2,1,0.8661,0.2497,0.0507,12.11,2,0.7615,0.449075
route-0440,20.915,56.106,0,1,2,0,1,3,0.2463,0.2777,0.0682,4.59,2,0.4752,0.435062
route-0044,4.215,9.551,0,1,0,1,2,3,0.7246,0.9766,0.0059,6.11,1,0.1005,0.363253
route-0087,15.113,67.078,2,0,0,3,1,0,0.6461,0.0391,1.0,13.9,2,0.5241,0.473378
route-0534,2.921,8.257,0,2,1,1,2,0,0.3227,0.6268,0.0299,13.28,1,0.3951,0.306867
route-0308,9.856,29.28,0,0,1,3,2,2,0.0601,0.3555,-0.0831,8.9,2,0.1074,0.372224
route-0448,10.097,47.391,1,0,1,2,0,3,0.4085,0.1459,0.4496,5.88,0,0.6177,0.396209
route-0269,4.658,17.232,0,0,1,3,0,1,0.2317,0.2644,-0.0638,10.35,1,0.5179,0.248098
route-0525,10.744,34.906,0,0,1,3,0,3,0.1299,0.2057,-0.0163,10.81,0,0.4748,0.347092
route-0728,23.442,112.334,1,0,3,2,0,2,0.1438,0.6299,0.4001,9.17,1,0.2077,0.540657
route-0165,5.707,14.91,1,0,3,0,1,2,0.3886,0.3925,0.4074,6.87,2,0.4579,0.40416
route-0295,18.072,35.624,0,1,2,3,0,1,0.8077,0.3374,0.0315,9.29,2,0.8489,0.445819
route-0366,18.388,79.598,1,1,0,0,2,0,0.6337,0.7981,0.455,3.58,2,0.3435,0.456451
route-0683,15.655,75.537,2,0,1,0,0,2,0.5683,0.8645,0.9618,10.51,1,0.9577,0.478171
route-0156,5.9,14.874,0,0,2,0,1,3,0.4402,0.4306,0.0776,10.16,1,0.5944,0.320237
route-0507,11.504,24.777,0,0,0,0,2,3,0.9597,0.7544,-0.0453,12.74,2,0.7755,0.355065
route-0208,22.912,50.315,0,1,1,3,0,0,0.594,0.6136,-0.0041,3.34,1,0.9424,0.449918
route-0519,8.311,42.64,2,1,1,1,2,2,0.7701,0.2818,0.9632,13.97,0,0.9458,0.558712
route-0787,7.164,28.969,1,2,2,3,1,3,0.2838,0.6453,0.4434,8.85,2,0.3411,0.581018
route-0516,14.64,45.696,0,0,1,1,0,3,0.306,0.8887,0.0171,13.29,0,0.3741,0.296609
route-0216,5.374,16.027,1,0,3,0,1,1,0.7457,0.9208,0.5953,3.22,0,0.8174,0.410089
route-0633,16.117,51.179,2,1,0,3,2,0,0.4441,0.5812,0.8878,6.19,2,0.4206,0.561835
route-0620,10.222,20.538,0,2,0,1,1,0,0.1426,0.8705,0.0113,13.66,0,0.7814,0.257075
route-0152,11.637,31.56,0,1,3,3,2,3,0.7722,0.2954,-0.0609,3.81,0,0.268,0.587854
route-0488,13.691,47.829,0,2,1,3,0,0,0.9362,0.1797,-0.1154,11.65,2,0.2453,0.430016
route-0707,15.117,35.598,1,1,1,1,0,3,0.5848,0.1381,0.4425,6.16,2,0.3138,0.432413
route-0210,11.121,39.025,1,2,3,1,0,1,0.2918,0.0819,0.5825,6.39,2,0.3975,0.479381
route-0517,3.391,7.44,1,2,2,1,1,2,0.4512,0.4325,0.4682,8.47,1,0.273,0.44348
route-0447,3.504,10.084,1,0,0,0,1,3,0.4941,0.2245,0.4288,13.41,2,0.8134,0.310471
route-0425,2.689,8.017,0,1,0,1,2,2,0.3028,0.6232,0.0624,10.27,0,0.5199,0.294158
route-0064,21.816,72.122,0,2,2,1,2,2,0.7556,0.7675,0.0434,4.5,2,0.0972,0.570414
route-0570,4.269,17.369,0,2,1,1,1,0,0.9799,0.5061,-0.0327,8.99,0,0.4231,0.307561
route-0322,7.408,20.818,1,2,3,1,1,1,0.3953,0.5713,0.5147,13.97,1,0.5242,0.470725
route-0328,5.975,17.807,1,2,0,0,2,2,0.4899,0.7444,0.3844,10.53,1,0.3554,0.433399
route-0373,16.618,41.211,0,2,2,1,0,0,0.012,0.0977,-0.0951,7.91,0,0.2194,0.288501
route-0369,15.086,84.563,2,2,1,3,0,2,0.2362,0.1808,1.0,3.36,2,0.9841,0.645716
route-0538,4.291,15.193,0,2,3,1,0,1,0.4987,0.202,-0.0298,10.06,1,0.2381,0.371307
route-0595,8.017,25.04,2,0,1,3,2,0,0.4377,0.5093,1.0,7.29,0,0.6072,0.467216
route-0267,15.599,71.48,2,0,0,0,2,3,0.2128,0.0367,0.9425,12.83,2,0.5397,0.45867
route-0626,22.57,103.789,1,1,3,1,0,3,0.2521,0.1761,0.414,6.01,1,0.0817,0.556961
route-0309,14.063,59.339,2,1,3,1,3,3,0.7244,0.2507,0.8895,10.77,1,0.559,0.719061
route-0397,22.475,111.767,2,2,2,0,1,3,0.0409,0.3664,1.0,10.75,2,0.5608,0.631478
route-0131,20.076,44.065,0,2,0,3,1,0,0.1122,0.8288,0.0967,5.22,2,0.5367,0.448499
route-0098,19.194,86.347,2,2,0,3,0,3,0.2537,0.0162,1.0,6.79,1,0.7329,0.629746
route-0296,6.635,17.237,1,2,2,2,1,2,0.781,0.9388,0.5595,8.73,1,0.4503,0.569801
route-0198,16.064,70.28,1,1,3,0,1,1,0.1995,0.8847,0.5062,9.94,1,0.8022,0.527331
route-0674,15.532,32.498,0,0,0,0,0,0,0.2043,0.4737,0.0799,7.88,0,0.0557,0.130729
route-0262,19.388,60.754,2,2,2,0,2,1,0.0418,0.5727,0.9746,9.02,0,0.0851,0.575495
route-0781,5.334,25.634,1,2,1,2,1,3,0.1691,0.5252,0.4221,12.87,2,0.0142,0.461442
route-0467,10.853,50.495,1,2,2,0,1,3,0.7143,0.5283,0.4813,6.47,0,0.0635,0.514288
route-0177,3.552,9.994,0,0,1,3,2,1,0.68,0.0093,0.0469,11.99,2,0.9882,0.350577
route-0514,14.715,58.628,2,1,1,2,2,2,0.8515,0.9684,1.0,5.3,0,0.0814,0.651946
route-0635,7.451,22.525,1,2,1,0,1,0,0.0262,0.7905,0.5818,8.71,0,0.7412,0.327847
route-0462,12.828,36.943,0,2,3,1,1,0,0.4163,0.7044,-0.0447,10.97,0,0.7574,0.443172
route-0560,9.713,42.846,2,0,1,0,2,3,0.1447,0.9429,1.0,8.5,1,0.4558,0.477488
route-0686,22.466,59.352,2,1,3,0,0,3,0.6532,0.0323,0.9811,5.21,1,0.888,0.591186
route-0298,7.405,28.619,0,0,3,2,2,2,0.6265,0.1313,0.0812,3.31,1,0.6635,0.45973
route-0351,22.606,120.949,2,0,1,0,2,0,0.311,0.044,1.0,12.59,0,0.3333,0.448726
route-0504,4.309,8.809,0,0,3,2,2,0,0.062,0.8024,-0.1069,9.72,0,0.4318,0.311914
route-0420,12.181,42.314,2,2,1,3,0,1,0.9813,0.4241,1.0,7.48,1,0.7614,0.597014
route-0015,23.984,88.365,0,0,1,1,1,1,0.9024,0.1646,-0.1195,7.29,1,0.9265,0.411386
route-0786,12.211,44.122,0,2,1,3,0,3,0.72,0.4426,0.0342,9.48,0,0.6349,0.504309
route-0694,17.81,35.67,0,0,1,3,1,0,0.4989,0.0338,-0.0533,7.23,0,0.8272,0.334124
route-0461,7.095,20.191,1,1,0,0,2,0,0.4249,0.0945,0.5386,9.25,2,0.2534,0.285777
route-0531,17.556,75.254,1,0,3,2,0,0,0.1005,0.2941,0.5083,7.3,2,0.0776,0.445126
route-0476,18.878,55.907,1,0,3,0,2,1,0.0578,0.6316,0.5512,10.26,2,0.5198,0.475567
route-0329,23.518,113.931,1,0,2,3,0,2,0.1517,0.8972,0.5377,3.97,0,0.3822,0.561656
route-0443,7.666,28.765,0,1,3,3,1,3,0.8244,0.6985,0.0015,6.87,0,0.6021,0.555257
route-0681,19.401,36.294,0,0,3,3,0,2,0.0374,0.7499,-0.014,7.12,0,0.6313,0.413737
route-0526,14.719,59.619,2,2,3,2,0,3,0.8246,0.6048,0.9392,6.62,0,0.5692,0.695856
route-0205,17.295,97.794,2,1,0,1,2,1,0.5656,0.9367,0.9138,11.2,2,0.238,0.56559
route-0099,18.042,77.981,1,0,0,2,2,1,0.4646,0.6954,0.5316,11.93,2,0.0631,0.467269
route-0408,10.851,33.355,1,1,1,3,1,1,0.5979,0.1436,0.4528,13.87,2,0.5253,0.486263
route-0621,8.559,39.429,1,0,0,2,1,0,0.1792,0.7719,0.4419,8.21,0,0.256,0.313323
route-0117,12.955,38.585,2,0,0,0,1,3,0.457,0.6063,1.0,6.61,2,0.6131,0.47677
route-0631,1.864,8.849,1,2,0,3,1,3,0.3517,0.8282,0.4822,13.71,1,0.3358,0.460734
route-0180,4.646,12.35,1,2,0,1,2,2,0.0268,0.8471,0.5902,5.26,2,0.6069,0.435394
route-0585,7.563,24.514,1,2,3,1,2,3,0.3592,0.8705,0.4276,5.09,0,0.0403,0.592623
route-0103,15.334,66.499,1,1,0,0,1,2,0.8011,0.6794,0.6087,4.57,2,0.6076,0.443722
route-0114,21.802,61.171,1,2,2,1,1,3,0.8791,0.4974,0.4016,7.33,1,0.4572,0.630184
route-0241,22.523,115.206,2,1,3,1,1,2,0.3309,0.2782,1.0,9.06,0,0.3786,0.62692
route-0622,4.66,19.036,0,2,3,0,1,3,0.857,0.9171,-0.089,7.03,1,0.8448,0.481647
route-0196,20.033,88.441,1,2,0,2,0,0,0.1978,0.646,0.5742,4.01,0,0.8473,0.442491
route-0556,23.917,99.281,1,0,3,0,2,1,0.2116,0.7533,0.5383,3.98,0,0.4349,0.529677
route-0729,3.387,11.093,1,2,3,1,1,2,0.3115,0.3379,0.4161,6.54,1,0.5653,0.459238
route-0137,6.389,21.624,0,0,2,1,2,2,0.5979,0.6725,-0.043,6.32,2,0.1433,0.376762
route-0772,14.554,31.854,1,1,3,1,2,1,0.6097,0.5034,0.3993,9.28,0,0.4088,0.527023
route-0469,20.703,107.75,2,2,3,1,2,3,0.8331,0.6731,1.0,11.76,1,0.7998,0.82247
route-0211,3.551,10.445,2,1,1,2,1,1,0.0446,0.4397,0.9432,12.21,1,0.5642,0.431305
route-0658,5.475,13.195,1,2,3,3,0,1,0.2196,0.0531,0.3886,5.93,0,0.0658,0.436742
route-0092,10.744,39.201,2,2,1,3,2,3,0.534,0.3095,1.0,8.16,0,0.8351,0.701365
route-0013,6.967,15.994,1,1,1,0,1,2,0.4111,0.8638,0.393,10.19,1,0.6462,0.387227
route-0212,3.676,13.736,2,1,3,1,1,3,0.6871,0.9364,1.0,5.59,2,0.2989,0.619561
route-0091,20.5,45.045,0,2,0,2,2,1,0.3767,0.1622,0.0795,11.48,2,0.809,0.449302
route-0084,12.986,25.723,0,2,1,2,2,1,0.1028,0.256,-0.0784,4.68,0,0.7592,0.438622
route-0122,12.296,58.762,2,2,2,2,2,3,0.8184,0.9546,1.0,6.19,1,0.2876,0.742903
route-0416,18.681,43.837,1,0,2,0,0,1,0.8568,0.1424,0.4344,4.38,0,0.1302,0.373216
route-0557,22.402,102.9,1,1,1,2,2,0,0.1358,0.5345,0.5541,3.99,2,0.6918,0.58485
route-0209,5.035,10.919,0,1,1,1,2,2,0.2815,0.2375,-0.1081,9.29,2,0.8399,0.344248
route-0287,6.418,23.169,2,1,1,1,0,1,0.2421,0.2654,0.935,12.18,2,0.8363,0.409128
route-0182,13.793,41.414,0,1,0,0,0,2,0.0398,0.0605,0.0694,8.57,0,0.6286,0.214971
route-0053,18.882,103.396,2,0,3,3,2,2,0.7564,0.6254,1.0,5.24,2,0.5492,0.776391
route-0428,5.017,17.966,0,1,2,3,1,2,0.3205,0.0281,-0.1092,12.21,1,0.3489,0.361195
route-0745,3.444,16.108,1,2,0,1,0,2,0.0813,0.7243,0.4392,12.21,1,0.6423,0.314145
route-0350,6.047,23.537,0,1,0,3,0,1,0.9236,0.7324,0.0057,11.53,1,0.1433,0.340235
route-0412,19.911,78.168,1,2,0,2,0,1,0.461,0.6933,0.4658,3.58,1,0.3612,0.512428
route-0184,17.924,62.715,0,0,1,0,0,3,0.6088,0.3093,0.058,11.15,2,0.1194,0.3362
route-0800,8.111,25.159,2,1,0,0,1,1,0.8556,0.5844,1.0,8.86,1,0.6536,0.438829
route-0187,20.821,58.278,0,0,0,3,0,1,0.5529,0.9139,0.0578,7.61,0,0.3218,0.36628
route-0158,23.938,51.084,0,2,0,3,0,3,0.8313,0.0692,0.0835,11.75,1,0.673,0.480329
route-0587,17.835,68.672,2,1,1,0,0,1,0.3441,0.0136,1.0,3.57,0,0.8298,0.448185
route-0589,19.964,36.781,0,1,0,1,2,1,0.1205,0.4013,-0.0543,5.11,0,0.1462,0.314061
route-0758,12.907,65.401,2,1,0,3,2,3,0.7714,0.303,0.9421,9.98,1,0.6036,0.646462
route-0076,16.953,52.985,1,0,0,0,0,2,0.5564,0.5865,0.5148,6.63,0,0.1222,0.323554
route-0744,16.996,80.286,1,0,0,2,1,0,0.4663,0.8361,0.4007,13.23,1,0.0882,0.37414
route-0475,6.634,20.446,1,1,3,3,2,2,0.4426,0.7702,0.5522,8.69,0,0.0696,0.56832
route-0441,16.021,84.068,2,0,0,1,1,2,0.9585,0.3629,1.0,4.34,2,0.867,0.546883
route-0019,6.296,22.804,1,0,2,0,1,2,0.4382,0.5432,0.4526,13.82,0,0.8071,0.363955
route-0280,6.67,29.396,2,0,0,1,1,0,0.3891,0.6359,1.0,12.06,0,0.4717,0.315351
route-0077,18.381,90.75,2,0,2,2,2,1,0.6567,0.2242,0.906,12.3,0,0.3676,0.60824
route-0354,11.482,32.953,0,0,3,0,0,0,0.3919,0.7047,0.0939,9.92,1,0.6901,0.27283
route-0039,17.588,46.062,0,2,1,0,1,0,0.7826,0.3472,-0.0172,7.08,2,0.506,0.396825
route-0699,20.571,59.798,1,1,0,3,3,0,0.4802,0.8443,0.4323,3.64,1,0.9388,0.588926
route-0429,21.555,87.78,1,1,0,3,1,3,0.0564,0.2442,0.4363,6.43,1,0.0849,0.548013
route-0288,4.197,10.322,0,2,3,0,2,0,0.3712,0.3154,0.0955,12.69,1,0.5745,0.350918
route-0529,12.603,59.421,2,0,2,0,2,2,0.4509,0.2528,1.0,8.08,1,0.0732,0.527141
route-0362,2.202,10.442,1,2,3,2,1,3,0.5451,0.6625,0.494,5.07,1,0.3846,0.586538
route-0283,9.445,27.457,1,1,1,0,0,0,0.2845,0.8298,0.5996,6.83,2,0.9633,0.332279
route-0227,15.465,52.888,1,0,0,3,1,0,0.1374,0.2003,0.4782,9.26,0,0.9066,0.35937
route-0720,23.311,81.806,1,0,3,0,1,0,0.697,0.7048,0.5657,8.32,1,0.8047,0.501032
route-0083,10.613,32.553,1,0,3,2,0,1,0.5889,0.524,0.475,6.41,1,0.3395,0.422302
route-0135,13.588,40.143,2,0,1,0,1,3,0.7191,0.4241,0.971,5.53,2,0.4606,0.484636
route-0327,10.245,39.085,1,2,2,0,3,3,0.9798,0.5085,0.5503,12.94,0,0.4847,0.58372
route-0067,1.813,8.104,2,0,3,2,2,2,0.381,0.6385,0.9692,10.42,2,0.4715,0.5791
route-0533,8.437,31.801,0,2,0,0,0,1,0.9088,0.2,-0.1162,3.31,1,0.0146,0.275902
route-0002,14.128,38.862,2,2,3,1,1,0,0.6981,0.3403,0.9173,13.53,0,0.3366,0.539401
route-0023,16.506,72.559,1,2,3,1,0,1,0.8814,0.0248,0.5568,6.65,0,0.9308,0.574418
route-0670,19.104,42.006,1,0,1,3,2,2,0.3542,0.4666,0.6107,8.07,1,0.9126,0.556996
route-0601,10.369,45.801,2,0,0,1,0,3,0.9704,0.1002,1.0,10.99,2,0.808,0.450217
route-0407,21.94,101.763,1,1,1,3,1,0,0.3449,0.3081,0.4869,9.17,1,0.2157,0.53464
route-0048,6.248,21.061,2,0,1,1,0,1,0.4085,0.6894,0.9928,3.36,0,0.2881,0.383861
route-0027,9.695,27.234,0,2,2,2,0,2,0.3093,0.4084,-0.0234,6.25,2,0.1273,0.432379
route-0609,13.86,34.059,2,2,3,1,2,3,0.5779,0.6935,1.0,10.73,2,0.2352,0.730544
route-0708,23.623,124.869,2,1,1,1,0,1,0.4186,0.7655,1.0,8.17,0,0.101,0.547548
route-0259,16.936,56.101,0,1,2,0,0,1,0.5581,0.575,-0.0654,5.85,1,0.388,0.347761
route-0558,18.743,52.96,2,0,2,3,2,3,0.6421,0.5619,1.0,11.89,2,0.2236,0.666806
route-0325,21.047,73.495,1,0,2,0,1,0,0.209,0.538,0.4289,8.76,1,0.2587,0.400777
route-0352,18.739,55.006,2,1,0,2,0,2,0.1925,0.2766,0.9566,7.85,0,0.1177,0.445664
route-0684,5.778,17.573,0,2,3,2,2,1,0.4389,0.6255,0.0898,9.26,0,0.1272,0.45352
route-0710,3.925,19.421,2,0,0,2,1,3,0.8348,0.2893,0.9945,4.48,2,0.1835,0.495681
route-0752,14.929,36.587,2,2,1,1,1,0,0.3093,0.7658,1.0,8.05,0,0.1653,0.468717
route-0108,8.459,44.948,2,2,3,3,2,0,0.9724,0.6423,0.988,10.48,0,0.3445,0.708316
route-0310,14.251,70.978,2,1,2,3,2,1,0.5311,0.4494,1.0,8.96,0,0.4541,0.658355
route-0145,20.551,95.034,2,0,0,3,2,1,0.7072,0.0091,1.0,7.11,0,0.6178,0.599196
route-0140,3.58,18.924,2,0,0,2,2,0,0.1882,0.7617,1.0,9.15,0,0.4794,0.377589
route-0080,2.62,8.446,0,1,3,3,1,3,0.2156,0.5123,-0.0372,4.22,1,0.6782,0.473925
route-0426,8.105,27.373,1,1,2,2,2,0,0.9907,0.8801,0.4086,7.95,0,0.8529,0.500637
route-0381,15.977,54.675,1,2,3,0,3,0,0.7878,0.0428,0.4084,11.88,1,0.6673,0.584591
route-0055,8.067,21.586,2,1,3,3,0,3,0.1446,0.1906,1.0,11.21,2,0.1365,0.579929
route-0639,19.051,48.117,1,1,0,2,0,0,0.9848,0.8669,0.4066,13.2,2,0.1227,0.401658
route-0740,3.617,17.63,1,1,0,2,3,2,0.4787,0.0439,0.5469,5.78,2,0.6253,0.489367
route-0069,11.707,45.651,2,2,3,1,2,0,0.6157,0.9391,0.9471,10.59,1,0.2173,0.617186
route-0054,17.211,37.34,0,0,1,1,0,3,0.2247,0.8414,-0.0928,13.42,0,0.6477,0.33269
route-0340,1.579,3.709,1,0,3,3,2,0,0.8827,0.2379,0.5213,8.23,2,0.4102,0.490805
route-0709,2.038,5.315,0,0,1,3,1,1,0.6969,0.2414,-0.0496,6.7,1,0.8247,0.327718
route-0284,5.877,27.064,1,2,0,2,2,0,0.0724,0.2943,0.6073,11.83,2,0.9567,0.433461
route-0419,6.941,37.845,2,0,0,0,2,1,0.1718,0.754,0.881,10.98,1,0.9242,0.406837
route-0342,23.859,67.415,0,2,2,1,2,2,0.0931,0.2993,-0.0315,7.17,0,0.0677,0.503364
route-0455,18.754,76.571,0,1,0,1,2,0,0.026,0.6813,0.0434,7.34,1,0.5903,0.382055
route-0749,12.192,37.453,1,2,2,2,2,0,0.7013,0.6295,0.5886,3.09,1,0.4214,0.579323
route-0335,7.053,25.724,1,0,3,2,2,0,0.1093,0.4569,0.5907,12.66,2,0.2457,0.45989
route-0414,16.988,51.102,0,2,2,1,3,2,0.7788,0.412,0.101,4.79,1,0.2179,0.595616
route-0314,2.812,9.167,2,1,0,0,0,1,0.0971,0.7252,1.0,5.08,2,0.5262,0.322179
route-0155,5.314,20.693,1,1,2,3,0,3,0.4211,0.4842,0.3985,5.77,1,0.2466,0.486249
route-0361,17.65,42.972,1,0,0,3,1,0,0.9011,0.9679,0.3802,9.16,1,0.9787,0.447649
route-0279,18.487,84.492,1,2,3,1,2,3,0.9885,0.5777,0.5658,7.38,1,0.1381,0.703667
route-0427,5.48,21.819,2,1,1,3,1,3,0.764,0.5689,0.9977,9.09,1,0.5394,0.592713
route-0671,3.49,9.657,0,2,2,1,1,1,0.5433,0.5656,-0.0496,11.31,2,0.3927,0.346138
route-0623,16.85,61.918,2,1,2,0,2,0,0.7906,0.6997,1.0,4.7,2,0.1053,0.581342
route-0146,12.372,58.154,1,0,0,3,3,2,0.9775,0.0171,0.5752,10.41,2,0.8062,0.547074
route-0190,18.611,71.422,0,0,0,3,3,2,0.8396,0.8772,0.1082,3.02,2,0.6573,0.579588
route-0126,2.318,8.365,1,1,1,2,0,2,0.6028,0.9285,0.4604,8.0,2,0.6413,0.432069
route-0494,12.349,63.705,2,1,3,2,0,2,0.1614,0.5341,0.8968,3.99,0,0.6984,0.597058
route-0179,16.125,78.237,1,1,1,1,2,3,0.0867,0.1005,0.5606,9.49,0,0.384,0.496409
route-0593,14.698,45.178,2,0,1,3,0,2,0.7254,0.9896,0.9285,10.93,1,0.0438,0.532091
route-0642,22.348,90.635,0,2,0,0,0,1,0.1148,0.217,-0.0414,5.42,1,0.7277,0.325451
route-0260,1.88,8.324,2,0,0,0,2,0,0.8483,0.3577,1.0,6.19,2,0.6859,0.354668
route-0110,7.139,38.494,2,2,2,1,2,0,0.641,0.5918,1.0,4.88,2,0.6245,0.587658
route-0276,3.597,15.721,2,0,0,3,1,0,0.5298,0.2295,1.0,11.69,2,0.3812,0.402433
route-0742,20.266,80.143,0,0,3,0,2,2,0.6551,0.7375,-0.0402,10.39,0,0.8997,0.482966
route-0537,8.654,21.784,2,1,0,2,3,3,0.511,0.7418,1.0,10.75,1,0.0133,0.59305
route-0289,18.696,87.651,2,1,3,1,0,0,0.7993,0.4783,1.0,8.53,2,0.3937,0.57566
route-0319,22.152,120.883,2,0,2,3,2,0,0.6423,0.0374,1.0,7.2,2,0.7801,0.663324
route-0459,3.663,12.283,1,2,1,3,1,3,0.5631,0.4231,0.5616,11.92,1,0.6139,0.51914
route-0005,17.905,49.468,0,1,3,2,2,1,0.3243,0.7683,-0.1066,12.04,2,0.805,0.508313
route-0038,6.404,35.705,2,1,2,1,2,0,0.9647,0.1081,0.8862,6.43,0,0.6773,0.522392
route-0385,6.982,31.945,2,0,1,0,2,3,0.0156,0.487,0.8815,4.97,0,0.0891,0.449086
route-0472,21.249,78.981,1,0,0,0,1,3,0.9747,0.7817,0.5263,12.44,0,0.1019,0.447125
route-0580,21.482,117.128,2,0,3,0,2,0,0.425,0.5343,0.9628,13.94,2,0.6612,0.616164
route-0154,3.516,14.587,2,0,2,3,3,3,0.7792,0.7248,1.0,13.92,1,0.2427,0.649895
route-0331,17.366,50.761,2,0,3,1,2,1,0.0678,0.533,1.0,5.03,1,0.8395,0.555594
route-0344,15.108,80.56,2,1,3,2,2,2,0.6143,0.4964,1.0,8.48,0,0.808,0.706482
route-0790,5.818,27.752,1,0,1,1,2,3,0.5952,0.4169,0.5544,5.52,2,0.2629,0.470442
route-0203,5.493,13.239,1,0,0,1,0,0,0.8607,0.9606,0.4697,13.36,2,0.3956,0.255671
route-0569,1.944,8.279,2,2,3,0,2,0,0.9657,0.8976,0.9234,9.59,0,0.1799,0.555071
route-0123,11.453,46.052,1,2,3,1,2,2,0.6962,0.1373,0.5278,9.46,2,0.2425,0.604789
route-0510,11.997,24.911,0,0,3,2,1,1,0.1842,0.9899,-0.0329,3.81,1,0.03,0.381673
route-0367,13.035,29.954,1,2,2,3,1,2,0.0353,0.9229,0.5599,11.0,0,0.5637,0.553851
route-0343,8.089,16.262,0,0,2,2,2,1,0.2091,0.0582,0.0171,13.77,2,0.5289,0.355105
route-0756,10.459,28.536,0,2,1,1,0,1,0.4354,0.3396,0.037,7.68,1,0.285,0.333765
route-0134,18.731,67.115,2,2,3,2,1,3,0.3756,0.6827,1.0,8.93,1,0.6535,0.724211
route-0663,20.124,56.67,1,2,2,3,2,0,0.9786,0.8563,0.5382,4.56,0,0.4978,0.678579
route-0268,10.331,48.36,2,2,2,1,2,0,0.3639,0.0106,0.9373,13.6,1,0.9819,0.566027
route-0290,23.471,75.624,2,2,3,2,0,1,0.581,0.3254,1.0,5.86,1,0.5486,0.673348
route-0299,12.213,55.391,2,1,3,1,2,1,0.5976,0.631,1.0,9.2,2,0.5235,0.629647
route-0337,11.663,36.238,2,2,0,1,2,1,0.4136,0.4509,0.9229,9.49,1,0.7126,0.517795
route-0718,3.496,15.835,2,2,1,0,1,1,0.1781,0.4182,0.9431,7.18,2,0.5839,0.429084
route-0497,13.62,74.963,2,1,0,2,1,2,0.1772,0.768,1.0,3.09,1,0.4627,0.547975
route-0318,1.988,5.463,2,1,1,0,3,2,0.1384,0.3671,1.0,5.56,0,0.8111,0.46387
route-0021,21.934,45.37,0,0,3,2,1,1,0.9798,0.1616,-0.014,10.76,2,0.5609,0.502329
route-0594,7.182,24.008,2,1,2,3,0,3,0.4828,0.5238,1.0,11.7,0,0.1669,0.569339
route-0730,17.034,47.54,2,1,3,2,0,2,0.7089,0.5144,1.0,13.92,1,0.0814,0.607095
route-0127,4.519,19.437,2,1,2,1,1,1,0.4589,0.2573,0.9247,11.1,2,0.7908,0.490039
route-0292,7.574,23.031,0,2,3,3,2,1,0.8057,0.1766,-0.0001,13.95,1,0.8494,0.55502
route-0456,4.96,17.669,0,1,3,3,1,0,0.9698,0.6562,0.1082,6.57,1,0.7315,0.493401
route-0483,12.724,34.688,1,1,3,3,0,1,0.7112,0.1294,0.5491,12.5,1,0.1181,0.496117
route-0062,21.725,98.646,1,1,1,0,1,2,0.962,0.6903,0.4896,6.32,2,0.9994,0.55237
route-0207,5.243,15.515,1,1,3,2,0,3,0.651,0.6872,0.419,3.81,2,0.8458,0.527622
route-0121,9.471,44.523,2,2,2,3,0,2,0.2985,0.9415,1.0,11.48,2,0.7049,0.627312
route-0561,16.47,78.172,2,0,2,2,2,0,0.9968,0.7065,0.9948,12.12,1,0.495,0.613614
route-0346,7.837,29.79,0,1,2,2,0,2,0.396,0.5689,0.1104,12.15,1,0.194,0.385037
route-0035,6.437,20.855,1,1,0,3,2,3,0.165,0.4674,0.4106,9.84,2,0.027,0.471926
route-0305,13.722,50.091,0,0,2,3,0,1,0.7712,0.443,0.057,3.37,1,0.4608,0.417475
route-0036,2.11,10.895,2,1,1,3,1,3,0.2117,0.3268,1.0,7.17,1,0.752,0.517295
route-0535,3.882,8.986,1,0,0,3,0,3,0.4588,0.066,0.5756,10.15,0,0.369,0.314954
route-0436,5.113,23.313,2,2,1,3,0,1,0.2456,0.8272,0.9914,9.16,0,0.4361,0.47393
route-0042,9.158,37.09,2,2,2,0,0,0,0.7201,0.4886,1.0,10.6,0,0.6459,0.47221
route-0261,22.351,90.345,1,1,0,3,0,1,0.391,0.7975,0.511,13.56,2,0.1441,0.507199
